id	timeline_id	date	cmd	tlmsid	msid	scs
654	10	2010:283:11:28:17.053	ACISPKT	WSPOW00000	None	132
655	10	2010:283:11:28:41.053	ACISPKT	WSPOW1E83E	None	132
656	10	2010:283:11:29:44.053	ACISPKT	WT0045A024	None	132
657	10	2010:283:11:29:48.053	ACISPKT	XTZ0000005	None	132
658	10	2010:283:11:29:52.053	ACISPKT	RS_0000001	None	132
659	10	2010:283:11:29:56.053	ACISPKT	RH_0000001	None	132
660	11	2010:283:12:25:25.053	COMMAND_SW	AONMMODE	AONMMODE	130
664	12	2010:283:12:25:25.053	ACISPKT	AA00000000	None	133
665	12	2010:283:12:25:25.053	SIMTRANS	None	None	133
661	11	2010:283:12:25:25.310	COMMAND_SW	AONM2NPE	AONM2NPE	130
662	11	2010:283:12:25:29.410	MP_TARGQUAT	AOUPTARQ	None	130
663	11	2010:283:12:25:35.304	COMMAND_SW	AOMANUVR	AOMANUVR	130
666	12	2010:283:12:27:21.493	SIMFOCUS	None	None	133
667	12	2010:283:12:28:25.053	MP_OBSID	COAOSQID	None	133
668	12	2010:283:12:36:18.456	ACISPKT	AA00000000	None	133
669	12	2010:283:12:36:22.456	ACISPKT	AA00000000	None	133
670	12	2010:283:12:36:26.456	ACISPKT	WSPOW00000	None	133
671	12	2010:283:12:36:50.456	ACISPKT	WSPOW04F3E	None	133
672	12	2010:283:12:37:53.456	ACISPKT	WT00458024	None	133
673	12	2010:283:12:37:57.456	ACISPKT	XTZ0000005	None	133
674	12	2010:283:12:38:01.456	ACISPKT	RS_0000001	None	133
675	12	2010:283:12:38:05.456	ACISPKT	RH_0000001	None	133
